"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","rETRmax_min","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax_min","day5_ek","day5_rETRmax_min","supersat_p1","supersat_p2","supersat_p3","supersat_avg","day_length_avg","carbon1","carbon5","carbon9","carbon_total","supersat_rel"
"1","hm1-1","1","ewa","1",30,"1","1","hm",94.3,5658,154.3,2021-09-20,"8:22:09","11:43:20",110.9,4018.2,91.6,3886.8,433.666666666667,530,368.75,426.222222222222,677.333333333333,2453686,2060004,1481711.25,5995401.25,65.8
"2","hm1-2","1","ewa","2",30,"1","1","hm",106.6,6396,151.1,2021-09-20,"8:26:42","11:48:13",98.3,3886.8,95.2,3351.6,439,522,389.75,435.555555555556,677.333333333333,2807844,1749535.2,1514880.3,6072259.5,67.3
"3","hm1-3","1","ewa","3",30,"1","1","hm",119.72,7183.2,139.7,2021-09-20,"8:31:21","11:52:37",117,4575.6,123.3,4460.4,453.666666666667,448,361,411.222222222222,677.333333333333,3258778.4,1998259.2,1651791.6,6908829.2,64
"4","hm1-4","1","ewa","4",30,"1","1","hm",103.32,6199.2,160.7,2021-09-20,"8:35:45","11:57:02",164.4,5040,113.3,4378.8,424,467.5,298,377.666666666667,677.333333333333,2628460.8,2047089,1501920,6177469.8,59.3
"5","ul1-1","1","ewa","1",30,"1","1","ul",115.62,6937.2,141.8,2021-09-20,"8:40:04","12:01:41",88.2,4206.6,89,4086.6,451,532.5,414.75,453,677.333333333333,3128677.2,2176114.5,1744687.35,7049479.05,69.8
"6","ul1-2","1","ewa","2",30,"1","1","ul",75.18,4510.8,91.5,2021-09-20,"8:45:01","12:06:23",92.6,4463.4,64.3,2884.2,527,568.5,406.25,482.555555555556,677.333333333333,2377191.6,1639667.7,1813256.25,5830115.55,73.6
"7","ul1-3","1","ewa","3",30,"1","1","ul",67.55,4053,80.8,2021-09-20,"8:49:20","12:10:54",164.5,7308,71,3420,536.666666666667,554.5,301,435.888888888889,677.333333333333,2175110,1896390,2199708,6271208,66.9
"8","ul1-4","1","ewa","4",30,"1","1","ul",65.84,3950.4,77.5,2021-09-20,"8:53:59","12:15:55",134.5,6224.4,114.8,5796,542,464.5,343.25,436.444444444444,677.333333333333,2141116.8,2692242,2136525.3,6969884.1,67.5
"9","hm2-1","1","ewa","1",30,"2","2","hm",96.76,5805.6,118.6,2021-09-20,"8:58:34","11:03:00",94.2,3444,87,3198,478.666666666667,537,387.25,451,668.777777777778,2778947.2,1717326,1333689,5829962.2,69.7
"10","hm2-2","1","ewa","2",30,"2","2","hm",82.82,4969.2,120.4,2021-09-20,"9:03:35","11:08:09",97.6,2948.4,99.8,4772.4,473.333333333333,509,380.75,440.111111111111,668.777777777778,2352088,2429151.6,1122603.3,5903842.9,68.2
"11","hm2-3","1","ewa","3",30,"2","2","hm",98.4,5904,156.4,2021-09-20,"9:08:10","11:12:54",133,4526.4,79,2952,428,546.5,328.75,410.222222222222,668.777777777778,2526912,1613268,1488054,5628234,64
"12","hm2-4","1","ewa","4",30,"2","2","hm",90.2,5412,135,2021-09-20,"9:12:43","11:18:10",132.1,3984.6,107.6,3837.6,452.333333333333,485,331.5,405.888888888889,668.888888888889,2448028,1861236,1320894.9,5630158.9,63.5
"13","ul2-1","1","ewa","1",30,"2","2","ul",77.81,4668.6,95.7,2021-09-20,"9:17:09","11:22:53",79.4,3727.8,83.7,3950.4,509,541,422.25,477.555555555556,668.888888888889,2376317.4,2137166.4,1574063.55,6087547.35,73.6
"14","ul2-2","1","ewa","2",30,"2","2","ul",78.54,4712.4,106.4,2021-09-20,"9:21:58","11:28:12",50.7,2211.6,75,3607.8,493.666666666667,549.5,494.5,506.444444444444,668.888888888889,2326354.8,1982486.1,1093636.2,5402477.1,78.3
"15","ul2-3","1","ewa","3",30,"2","2","ul",78.96,4737.6,93.3,2021-09-20,"9:26:23","11:33:38",88.9,4485.6,109.4,5443.2,511.333333333333,479,406.25,457.444444444444,669.111111111111,2422492.8,2607292.8,1822275,6852060.6,71.1
"16","ul2-4","1","ewa","4",30,"2","2","ul",85.26,5115.6,103.8,2021-09-20,"9:30:54","11:38:30",94.7,4309.2,107.4,5065.2,493,485.5,395.25,447.888888888889,669.111111111111,2521990.8,2459154.6,1703211.3,6684356.7,69.8
"17","hm3-1","1","ewa","1",27,"3","3","hm",53.3,3198,82.5,2021-09-20,"9:35:19","9:06:44",68.9,2923.2,126.4,4334.4,519.333333333333,443.5,412.75,455.111111111111,651.777777777778,1660828,1922306.4,1206550.8,4789685.2,70.6
"18","hm3-2","1","ewa","2",27,"3","3","hm",64.78,3886.8,90.8,2021-09-20,"9:39:53","9:12:13",55.3,3050.4,121.3,4821.6,511,452,449,470.333333333333,651.777777777778,1986154.8,2179363.2,1369629.6,5535147.6,73.8
"19","hm3-3","1","ewa","3",27,"3","3","hm",36.08,2164.8,73.2,2021-09-20,"9:44:18","9:16:39",78,2701.8,145.5,5018.4,530.666666666667,418,394.75,445.222222222222,651.888888888889,1148787.2,2097691.2,1066535.55,4313013.95,68.8
"20","hm3-4","1","ewa","4",27,"3","3","hm",88.56,5313.6,92.4,2021-09-20,"9:48:52","9:20:56",126.4,4086.6,140.6,7872,506,423,308.5,399.777777777778,651.777777777778,2688681.6,3329856,1260716.1,7279253.7,61.2
"21","ul3-1","1","ewa","1",27,"3","3","ul",62.7,3762,75.1,2021-09-20,"9:53:30","9:25:22",42.3,1738.8,75.8,3573.6,524.333333333333,548.5,491.25,515,651.888888888889,1972542,1960119.6,854185.5,4786847.1,80.3
"22","ul3-2","1","ewa","2",27,"3","3","ul",62.16,3729.6,73.6,2021-09-20,"9:57:59","9:30:31",56.2,2650.2,73.2,3539.4,525.333333333333,551.5,450.5,497.888888888889,651.888888888889,1959283.2,1951979.1,1193915.1,5105177.4,77.6
"23","ul3-3","1","ewa","3",27,"3","3","ul",82.32,4939.2,91.2,2021-09-20,"9:59:35","9:35:23",67.6,3198,78.5,3591,504.666666666667,547,424.5,478.444444444444,652.333333333333,2492649.6,1964277,1357551,5814477.6,74.4
"24","ul3-4","1","ewa","4",27,"3","3","ul",60.42,3625.2,73,2021-09-20,"10:07:05","9:39:58",81.4,3710.4,79.7,3693.6,524,545.5,393.25,470.666666666667,651.888888888889,1899604.8,2014858.8,1459114.8,5373578.4,72.4
"25","hm4-1","1","ewa","1",27,"4","4","hm",60.68,3640.8,107.3,2021-09-20,"10:11:34","8:22:24",107.5,4034.4,119,5215.2,476,455.5,334.5,408.555555555556,642.888888888889,1733020.8,2375523.6,1349506.8,5458051.2,62.5
"26","hm4-2","1","ewa","2",27,"4","4","hm",90,5400,153.7,2021-09-20,"10:16:51","8:35:55",56.8,3198,88,3247.2,408,536.5,433.75,448,643.666666666667,2203200,1742122.8,1387132.5,5332455.3,70.3
"27","hm4-3","1","ewa","3",27,"4","4","hm",123,7380,211.5,2021-09-20,"10:21:56","8:28:22",134.8,5215.2,126.3,4343.4,341,443.5,301.25,346.111111111111,642.333333333333,2516580,1926297.9,1571079,6013956.9,54.4
"28","hm4-4","1","ewa","4",27,"4","4","hm",120.54,7232.4,174.7,2021-09-20,"10:26:25","8:40:51",74.9,3198,159.8,5658,378.333333333333,393.5,391.75,387.666666666667,643.222222222222,2736258,2226423,1252816.5,6215497.5,60.8
"29","ul4-1","1","ewa","1",27,"4","4","ul",57.4,3444,71.8,2021-09-20,"10:31:02","8:46:19",69,3249,62.2,2827.2,520.333333333333,570,407,481,643.333333333333,1792028,1611504,1322343,4725875,73.9
"30","ul4-2","1","ewa","2",27,"4","4","ul",55.02,3301.2,65.4,2021-09-20,"10:36:21","8:50:41",64.2,3009.6,78.4,3847.2,536.333333333333,547,420.25,487.111111111111,643.222222222222,1770543.6,2104418.4,1264784.4,5139746.4,75.7
"31","ul4-3","1","ewa","3",27,"4","4","ul",74.34,4460.4,83.9,2021-09-20,"10:40:55","8:55:16",58.6,2724.6,103.8,4762.8,496,496,432.75,467.888888888889,643.222222222222,2212358.4,2362348.8,1179070.65,5753777.85,73.6
"32","ul4-4","1","ewa","4",27,"4","4","ul",94.5,5670,114.5,2021-09-20,"10:45:25","9:00:24",89.4,4258.2,124.1,5518.8,453,446.5,367.75,413.666666666667,643.333333333333,2568510,2464144.2,1565953.05,6598607.25,64.3
"33","hm5-1","1","ewa","1",20,"5","5","hm",60.68,3640.8,99.1,2021-09-20,"10:49:53","10:23:06",113.1,4772.4,133.9,4485.6,471.666666666667,432.5,343.75,406.111111111111,651.888888888889,1717244,1940022,1640512.5,5297778.5,64.3
"34","hm5-2","1","ewa","2",20,"5","5","hm",77.08,4624.8,145.8,2021-09-20,"10:54:22","10:27:46",120,3886.8,199.4,6888,406.333333333333,309.5,335.5,353.333333333333,652,1879210.4,2131836,1304021.4,5315067.8,57.5
"35","hm5-3","1","ewa","3",20,"5","5","hm",96.76,5805.6,130,2021-09-20,"10:58:59","10:33:01",178.8,5215.2,187.5,5854.8,422.666666666667,333,261.75,331.222222222222,652,2453833.6,1949648.4,1365078.6,5768560.6,54
"36","hm5-4","1","ewa","4",20,"5","5","hm",91.02,5461.2,140.8,2021-09-20,"11:04:22","10:37:56",187.6,5953.2,178.8,5658,410.333333333333,349.5,250.5,325.777777777778,652,2240912.4,1977471,1491276.6,5709660,53.3
"37","ul5-1","1","ewa","1",20,"5","5","ul",81.18,4870.8,111.2,2021-09-20,"11:10:07","10:43:08",74.3,3403.2,83,3906,451.666666666667,541.5,423.75,459.222222222222,651.888888888889,2199978,2115099,1442106,5757183,72.5
"38","ul5-2","1","ewa","2",20,"5","5","ul",56.15,3369,73.5,2021-09-20,"11:15:07","10:48:43",74.6,3528,88.4,4258.8,499.666666666667,533,423.75,473.333333333333,652,1683377,2269940.4,1494990,5448307.4,74.5
"39","ul5-3","1","ewa","3",20,"5","5","ul",83.58,5014.8,112.5,2021-09-20,"11:20:07","10:53:16",58.5,2599.2,105.5,4753.8,444.666666666667,490.5,462.25,462.666666666667,652,2229914.4,2331738.9,1201480.2,5763133.5,73.9
"40","ul5-4","1","ewa","4",20,"5","5","ul",85.28,5116.8,100.5,2021-09-20,"11:24:41","10:58:25",106.1,4258.8,149.2,6300,458.333333333333,413,364,406.333333333333,652.111111111111,2345200,2601900,1550203.2,6497303.2,65.2
"41","hm6-1","1","ewa","1",20,"6","6","hm",137.76,8265.6,207.4,2021-09-20,"11:29:17","9:45:02",136.8,4771.2,161.1,5318.4,322.333333333333,388.5,303.25,328.555555555556,643.333333333333,2664278.4,2066198.4,1446866.4,6177343.2,53.2
"42","hm6-2","1","ewa","2",20,"6","6","hm",110.88,6652.8,203.8,2021-09-20,"11:33:59","9:50:19",137.5,4723.2,157.8,5854.8,324.333333333333,399.5,303.75,331.888888888889,643.444444444444,2157724.8,2338992.6,1434672,5931389.4,53.8
"43","hm6-3","1","ewa","3",20,"6","6","hm",76.26,4575.6,118,2021-09-20,"11:38:41","9:55:08",143.4,4384.8,206.1,6804,427.333333333333,299,297,340.888888888889,643.444444444444,1955306.4,2034396,1302285.6,5291988,55.5
"44","hm6-4","1","ewa","4",20,"6","6","hm",83.22,4993.2,140.4,2021-09-20,"11:43:39","9:59:40",139.8,4821.6,179.2,5854.8,397.666666666667,349.5,302.5,344.666666666667,643.444444444444,1985629.2,2046252.6,1458534,5490415.8,56
"45","ul6-1","1","ewa","1",20,"6","6","ul",86.1,5166,112.1,2021-09-20,"11:48:05","10:04:35",103.4,4737.6,93.8,4359.6,436,526,354.25,419.666666666667,643.444444444444,2252376,2293149.6,1678294.8,6223820.4,66.4
"46","ul6-2","1","ewa","2",20,"6","6","ul",61.32,3679.2,84.7,2021-09-20,"11:52:47","10:09:59",61.6,2713.2,73.2,3403.2,472,551.5,444.5,477.444444444444,643.555555555556,1736582.4,1876864.8,1206017.4,4819464.6,76
"47","ul6-3","1","ewa","3",20,"6","6","ul",99.12,5947.2,141.7,2021-09-20,"11:57:29","10:14:21",91.1,4086.6,111.3,5216.4,391.333333333333,472.5,381.5,405,643.555555555556,2327337.6,2464749,1559037.9,6351124.5,65.1
"48","ul6-4","1","ewa","4",20,"6","6","ul",82,4920,107.9,2021-09-20,"12:02:04","10:18:46",109.2,4762.8,164.6,7056,438,378.5,350.25,385.777777777778,643.444444444444,2154960,2670696,1668170.7,6493826.7,62.4
"49","hm1-1","1","diamond","1",20,"1","7","hm",108.24,6494.4,168.8,2021-09-21,"8:25:28","11:25:09",132.4,4575.6,149.8,6297.6,350.333333333333,381,325.75,346.222222222222,673.333333333333,2275204.8,2399385.6,1490501.7,6165092.1,56.4
"50","hm1-2","1","diamond","2",20,"1","7","hm",54.12,3247.2,93.3,2021-09-21,"8:30:10","11:30:03",103.1,4280.4,86.3,3493.2,532,504.5,400.25,467.333333333333,673.333333333333,1727510.4,1762319.4,1713230.1,5203059.9,72.4
"51","hm1-3","1","diamond","3",20,"1","7","hm",105.78,6346.8,151.5,2021-09-21,"8:34:36","11:34:56",158.4,4575.6,146.3,5461.2,394.666666666667,389,271,338.444444444444,673.444444444444,2504870.4,2124406.8,1239987.6,5869264.8,54.7
"52","hm1-4","1","diamond","4",20,"1","7","hm",92.66,5559.6,133.9,2021-09-21,"8:39:04","11:39:26",136.4,4497,108.4,3420,448.333333333333,472.5,318.5,396,673.444444444444,2492554,1615950,1432294.5,5540798.5,62.7
"53","ul1-1","1","diamond","1",20,"1","7","ul",91.14,5468.4,111.3,2021-09-21,"8:43:29","11:44:25",78.7,3727.8,83.8,3950.4,491.333333333333,509.5,460.75,481.777777777778,673.555555555556,2686807.2,2012728.8,1717583.85,6417119.85,74.5
"54","ul1-2","1","diamond","2",20,"1","7","ul",89.46,5367.6,104.1,2021-09-21,"8:48:07","11:52:30",74,3710.4,95.1,4514.4,503,493.5,475.75,488.777777777778,673.888888888889,2699902.8,2227856.4,1765222.8,6692982,75.5
"55","ul1-3","1","diamond","3",20,"1","7","ul",61.56,3693.6,74.8,2021-09-21,"8:52:25","11:56:54",91.2,4480.2,85.4,4104,546.333333333333,505,434,487.222222222222,673.888888888889,2017936.8,2072520,1944406.8,6034863.6,75.1
"56","ul1-4","1","diamond","4",20,"1","7","ul",92.4,5544,113.1,2021-09-21,"8:57:03","12:01:23",106.7,4838.4,134.1,6375.6,481.666666666667,418.5,393,428.222222222222,673.888888888889,2670360,2668188.6,1901491.2,7240039.8,67.6
"57","hm2-1","1","diamond","1",20,"2","8","hm",89.38,5362.8,148.1,2021-09-21,"9:01:47","10:46:33",116.2,4575.6,138.7,5461.2,399.333333333333,409.5,351.75,380.444444444444,665,2141544.8,2236361.4,1609467.3,5987373.5,61.4
"58","hm2-2","1","diamond","2",20,"2","8","hm",67.24,4034.4,95,2021-09-21,"9:06:25","10:51:22",114,3886.8,170.7,6543.6,517.666666666667,330,358.75,405.333333333333,665.111111111111,2088474.4,2159388,1394389.5,5642251.9,64.8
"59","hm2-3","1","diamond","3",20,"2","8","hm",79.54,4772.4,111.9,2021-09-21,"9:11:02","10:56:35",171.7,5904,84.1,3296.4,480.666666666667,508,241.25,380.333333333333,665.111111111111,2293933.6,1674571.2,1424340,5392844.8,59.8
"60","hm2-4","1","diamond","4",20,"2","8","hm",118.08,7084.8,197.5,2021-09-21,"9:15:59","11:01:24",202.1,5644.8,122.5,5412,292.333333333333,441.5,195,282.222222222222,665.111111111111,2071123.2,2389398,1100736,5561257.2,46.7
"61","ul2-1","1","diamond","1",20,"2","8","ul",52.44,3146.4,66.6,2021-09-21,"9:20:34","11:05:48",72.6,3369,65.3,2941.2,551.666666666667,536,467,510.555555555556,665.111111111111,1735764,1576483.2,1573323,4885570.2,78.9
"62","ul2-2","1","diamond","2",20,"2","8","ul",49.02,2941.2,75.8,2021-09-21,"9:25:34","11:10:15",82.3,3882,82.2,3933,532.666666666667,513,442.5,488.222222222222,665.111111111111,1566679.2,2017629,1717785,5302093.2,75.9
"63","ul2-3","1","diamond","3",20,"2","8","ul",70.14,4208.4,86.4,2021-09-21,"9:30:08","11:15:11",99.6,4582.8,71.4,3123.6,518,527,406.5,470.444444444444,665,2179951.2,1646137.2,1862908.2,5688996.6,73.5
"64","ul2-4","1","diamond","4",20,"2","8","ul",54.44,3266.4,73,2021-09-21,"9:34:31","11:20:15",83.6,3676.2,80.3,3830.4,536.333333333333,515.5,441.25,489.444444444444,665.222222222222,1751879.2,1974571.2,1622123.25,5348573.65,76.1
"65","hm3-1","1","diamond","1",27,"3","9","hm",76.26,4575.6,128,2021-09-21,"9:38:53","8:54:00",60.4,2706,85.1,3444,443,506.5,449.25,459.888888888889,648.333333333333,2026990.8,1744386,1215670.5,4987047.3,72
"66","hm3-2","1","diamond","2",27,"3","9","hm",60,3600,97.1,2021-09-21,"9:44:50","8:58:44",50.9,2607.6,82.5,3247.2,501.333333333333,512.5,467,488.555555555556,648.222222222222,1804800,1664190,1217749.2,4686739.2,76
"67","hm3-3","1","diamond","3",27,"3","9","hm",64.78,3886.8,93.3,2021-09-21,"9:49:13","9:03:58",85.4,3788.4,100.1,3936,506,486.5,404,456.333333333333,648.333333333333,1966720.8,1914864,1530513.6,5412098.4,71.3
"68","hm3-4","1","diamond","4",27,"3","9","hm",82.82,4969.2,128.9,2021-09-21,"9:53:43","9:08:42",86.9,3690,88.5,3198,439.666666666667,500.5,401.25,436.111111111111,648.444444444444,2184791.6,1600599,1480612.5,5266003.1,68.8
"69","ul3-1","1","diamond","1",27,"3","9","ul",63.27,3796.2,89.3,2021-09-21,"9:58:13","9:13:02",75.3,3659.4,76.4,3659.4,506.333333333333,521,433.25,477.111111111111,648.333333333333,1922142.6,1906547.4,1585435.05,5414125.05,74.5
"70","ul3-2","1","diamond","2",27,"3","9","ul",54.18,3250.8,74.9,2021-09-21,"9:59:32","9:17:34",64,3027,74.5,3198,523.333333333333,522.5,451.5,491.222222222222,648.777777777778,1701252,1670955,1366690.5,4738897.5,76.6
"71","ul3-3","1","diamond","3",27,"3","9","ul",50.45,3027,61.4,2021-09-21,"10:07:29","9:21:55",79.5,4121.4,92,4309.2,540,496,422.75,478.111111111111,648.333333333333,1634580,2137363.2,1742321.85,5514265.05,74.9
"72","ul3-4","1","diamond","4",27,"3","9","ul",70.14,4208.4,83.6,2021-09-21,"10:12:06","9:26:22",86.1,4687.2,136.7,6224.4,507,413.5,407.5,442,648.333333333333,2133658.8,2573789.4,1910034,6617482.2,70.2
"73","hm4-1","1","diamond","1",27,"4","10","hm",104.14,6248.4,160.8,2021-09-21,"10:16:37","8:17:44",84.6,3148.8,75.5,3837.6,348.666666666667,521.5,394,407.222222222222,640.222222222222,2178608.8,2001308.4,1240627.2,5420544.4,63.7
"74","hm4-2","1","diamond","2",27,"4","10","hm",99.22,5953.2,151,2021-09-21,"10:21:58","8:22:08",92.7,4182,92,3180.6,373,496,376.5,401.888888888889,640,2220543.6,1577577.6,1574523,5372644.2,63
"75","hm4-3","1","diamond","3",27,"4","10","hm",69.72,4183.2,109.4,2021-09-21,"10:26:27","8:26:33",63.3,2656.8,116.3,4329.6,464.333333333333,452.5,439.75,450.777777777778,640.111111111111,1942399.2,1959144,1168327.8,5069871,70.7
"76","hm4-4","1","diamond","4",27,"4","10","hm",81.18,4870.8,103.7,2021-09-21,"10:31:08","8:30:57",69.4,2656.8,134.3,4411.8,471,417.5,433,442.222222222222,640,2294146.8,1841926.5,1150394.4,5286467.7,69.8
"77","ul4-1","1","diamond","1",27,"4","10","ul",68.04,4082.4,90.3,2021-09-21,"10:35:30","8:35:39",70.5,3283.2,94.3,4377.6,492.666666666667,494,433.5,466.666666666667,640.111111111111,2011262.4,2162534.4,1423267.2,5597064,73
"78","ul4-2","1","diamond","2",27,"4","10","ul",98.28,5896.8,127.5,2021-09-21,"10:40:06","8:40:09",56.8,2633.4,84.9,4069.8,426.333333333333,507.5,453,456.222222222222,640,2514002.4,2065423.5,1192930.2,5772356.1,71.9
"79","ul4-3","1","diamond","3",27,"4","10","ul",85.68,5140.8,108.9,2021-09-21,"10:44:38","8:44:30",78.2,3956.4,97.3,4561.2,459.333333333333,491.5,417.5,447.888888888889,640.111111111111,2361340.8,2241829.8,1651797,6254967.6,70.5
"80","ul4-4","1","diamond","4",27,"4","10","ul",88.2,5292,102.2,2021-09-21,"10:48:59","8:48:52",127.3,5947.2,129.3,5821.2,469.333333333333,426,297.75,383.444444444444,640,2483712,2479831.2,1770778.8,6734322,60.8
"81","hm5-1","1","diamond","1",30,"5","11","hm",74.62,4477.2,111.8,2021-09-21,"10:53:20","10:09:01",78.3,3640.8,97.8,3936,448.666666666667,490,438.5,453.333333333333,648.444444444444,2008770.4,1928640,1596490.8,5533901.2,72.4
"82","hm5-2","1","diamond","2",30,"5","11","hm",85.28,5116.8,119.6,2021-09-21,"10:58:45","10:13:47",71.3,3640.8,125.5,4477.2,431.333333333333,431.5,456.75,442.666666666667,648.333333333333,2207046.4,1931911.8,1662935.4,5801893.6,71.4
"83","hm5-3","1","diamond","3",30,"5","11","hm",77.08,4624.8,118.6,2021-09-21,"11:03:26","10:18:23",71,2952,109.9,4329.6,431.666666666667,469.5,458.25,451.888888888889,648.444444444444,1996372,2032747.2,1352754,5381873.2,72.6
"84","hm5-4","1","diamond","4",30,"5","11","hm",58.8,3528,100.9,2021-09-21,"11:07:59","10:22:45",104,3788.4,164.6,5113.2,465.333333333333,345,379,400.222222222222,648.333333333333,1641696,1764054,1435803.6,4841553.6,65.6
"85","ul5-1","1","diamond","1",30,"5","11","ul",64.26,3855.6,92.8,2021-09-21,"11:12:19","10:27:30",67,3283.2,78.8,3607.8,478.666666666667,517.5,465.25,481.333333333333,648.444444444444,1845547.2,1867036.5,1527508.8,5240092.5,76.4
"86","ul5-2","1","diamond","2",30,"5","11","ul",81.06,4863.6,94.7,2021-09-21,"11:16:42","10:31:50",80.9,4086.6,94.8,4668.6,475,493.5,436.5,462,648.444444444444,2310210,2303954.1,1783800.9,6397965,73.8
"87","ul5-3","1","diamond","3",30,"5","11","ul",87.74,5264.4,106.9,2021-09-21,"11:21:16","10:36:25",90,4485.6,95.2,4510.8,448.666666666667,493.5,415.75,444,648.444444444444,2361960.8,2226079.8,1864888.2,6452928.8,71.3
"88","ul5-4","1","diamond","4",30,"5","11","ul",100.04,6002.4,123.5,2021-09-21,"11:25:40","10:41:01",82.8,4510.8,141.8,6375.6,417,402.5,433.75,421.222222222222,648.444444444444,2503000.8,2566179,1956559.5,7025739.3,68.7
"89","hm6-1","1","diamond","1",30,"6","12","hm",76.26,4575.6,129.7,2021-09-21,"11:30:00","9:31:29",43.3,2263.2,84.9,3099.6,406.666666666667,507.5,491.5,466.777777777778,640.222222222222,1860744,1573047,1112362.8,4546153.8,74.7
"90","hm6-2","1","diamond","2",30,"6","12","hm",82.82,4969.2,122.6,2021-09-21,"11:34:36","9:36:24",55.3,2263.2,107.4,3788.4,415.333333333333,474.5,469.75,452.666666666667,640.333333333333,2063874.4,1797595.8,1063138.2,4924608.4,72.8
"91","hm6-3","1","diamond","3",30,"6","12","hm",83.64,5018.4,113.9,2021-09-21,"11:39:32","9:41:09",58.2,2952,109.7,3625.2,429,470.5,466,454.666666666667,640.222222222222,2152893.6,1705656.6,1375632,5234182.2,73.1
"92","hm6-4","1","diamond","4",30,"6","12","hm",82.82,4969.2,147.4,2021-09-21,"11:44:12","9:45:44",57.4,2444.4,151.2,5608.8,359.333333333333,377.5,468.75,412,640.222222222222,1785599.2,2117322,1145812.5,5048733.7,67.7
"93","ul6-1","1","diamond","1",30,"6","12","ul",54.6,3276,72.5,2021-09-21,"11:48:45","9:50:00",70.2,3180.6,98.2,4497,491.333333333333,489,452.5,473.555555555556,640.111111111111,1609608,2199033,1439221.5,5247862.5,75.7
"94","ul6-2","1","diamond","2",30,"6","12","ul",58.42,3505.2,75.6,2021-09-21,"11:53:08","9:54:26",57.6,2701.8,94,4497,484,494.5,470.75,480.444444444444,640.222222222222,1696516.8,2223766.5,1271872.35,5192155.65,76.7
"95","ul6-3","1","diamond","3",30,"6","12","ul",84.42,5065.2,129.1,2021-09-21,"11:57:33","9:58:43",96.6,4617,115.6,5342.4,397.666666666667,454,394,408.555555555556,640.222222222222,2014261.2,2425449.6,1819098,6258808.8,66.9
"96","ul6-4","1","diamond","4",30,"6","12","ul",42.18,2530.8,59.7,2021-09-21,"12:01:55","9:59:40",83.7,4359.6,122.4,5644.8,503.666666666667,441.5,421,453.111111111111,639.777777777778,1274679.6,2492179.2,1835391.6,5602250.4,73.3
"289","hm1-1","2","ewa","1",30,"1","13","hm",77.9,4674,133.1,2021-09-30,"8:11:57","10:14:55",73.2,3591.6,63.5,3640.8,417,572.5,443.5,463.333333333333,658.888888888889,1949058,2084358,1592874.6,5626290.6,72.1
"290","hm1-2","2","ewa","2",30,"1","13","hm",61.5,3690,116.4,2021-09-30,"8:16:20","10:19:32",67.7,3001.2,60.9,2902.8,452,578,453,480.444444444444,658.777777777778,1667880,1677818.4,1359543.6,4705242,74.4
"291","hm1-3","2","ewa","3",30,"1","13","hm",55.76,3345.6,111.5,2021-09-30,"8:20:56","10:24:09",77.4,3345.6,84.5,3591.6,466.333333333333,534.5,438,468.888888888889,658.888888888889,1560164.8,1919710.2,1465372.8,4945247.8,72.9
"292","hm1-4","2","ewa","4",30,"1","13","hm",72.16,4329.6,128.9,2021-09-30,"8:25:32","10:28:42",96.4,4231.2,98.4,3886.8,424,510.5,404.5,434.555555555556,658.777777777778,1835750.4,1984211.4,1711520.4,5531482.2,68.1
"293","ul1-1","2","ewa","1",30,"1","13","ul",112.56,6753.6,140.3,2021-09-30,"8:30:08","10:33:46",61.1,2861.4,79.5,3984.6,406.666666666667,545.5,472,466.555555555556,659,2746464,2173599.3,1350580.8,6270644.1,73.1
"294","ul1-2","2","ewa","2",30,"1","13","ul",88.2,5292,101.8,2021-09-30,"8:34:54","10:38:13",49.1,2166,72.9,3539.4,484,556.5,504.5,509.222222222222,658.888888888889,2561328,1969676.1,1092747,5623751.1,79.6
"295","ul1-3","2","ewa","3",30,"1","13","ul",82.32,4939.2,99.3,2021-09-30,"8:39:28","10:42:55",83.4,4121.4,98.5,5014.8,487.666666666667,510,432,467.888888888889,658.888888888889,2408683.2,2557548,1780444.8,6746676,73.1
"296","ul1-4","2","ewa","4",30,"1","13","ul",57.57,3454.2,69.3,2021-09-30,"8:44:17","10:47:38",61.8,3334.8,71.4,3334.8,541.666666666667,559,473,515,658.888888888889,1871025,1864153.2,1577360.4,5312538.6,79.7
"297","hm2-1","2","ewa","1",30,"2","14","hm",84.46,5067.6,123.4,2021-09-30,"8:48:52","10:52:07",87.9,3247.2,92.3,4182,435.666666666667,521,426,450.333333333333,658.888888888889,2207784.4,2178822,1383307.2,5769913.6,70.8
"298","hm2-2","2","ewa","2",30,"2","14","hm",91.84,5510.4,150.5,2021-09-30,"8:53:21","10:57:10",86,3187.8,61.4,2804.4,386,577.5,430.25,448.222222222222,658.888888888889,2127014.4,1619541,1371550.95,5118106.35,70.5
"299","hm2-3","2","ewa","3",30,"2","14","hm",77.9,4674,103.2,2021-09-30,"8:58:11","11:02:43",70.1,3148.8,71.2,3690,476,559,460.25,487.444444444444,659,2224824,2062710,1449235.2,5736769.2,76
"300","hm2-4","2","ewa","4",30,"2","14","hm",100.86,6051.6,153.3,2021-09-30,"9:03:08","11:07:19",89.4,4526.4,115.1,3493.2,381.666666666667,472.5,427.5,422.222222222222,659,2309694,1650537,1935036,5895267,67.2
"301","ul2-1","2","ewa","1",30,"2","14","ul",70.68,4240.8,86,2021-09-30,"9:07:27","11:12:19",41.8,1382.4,57.7,2587.8,497.666666666667,583,523,527.888888888889,659,2110504.8,1508687.4,722995.2,4342187.4,82.3
